id;is_show;score;is_first;category_id;city_id;comment
1;true;10;true;1;1;comment
2;true;14458;true;2;1;comment
3;true;26015;true;3;1;comment
4;true;12338;false;4;1;comment
5;true;20442;false;5;1;comment
6;true;39340;true;6;1;comment
7;true;69895;true;7;1;comment
8;true;38574;false;8;1;comment
9;true;682;true;9;1;comment
10;true;72443;false;10;1;comment
11;true;72443;false;11;1;comment
12;true;72443;false;12;1;comment
13;true;72443;false;13;1;comment
14;true;72443;false;14;1;comment
15;true;72443;false;15;1;comment
16;true;72443;false;16;1;comment
17;true;72443;false;17;1;comment
18;true;72443;false;18;1;comment
