id;is_show;score;is_first;category_id;city_id;comment
1;true;52604;true;1;1;comment
2;true;14458;true;2;1;comment
3;true;26015;true;3;1;comment
4;true;12338;false;1;2;comment
5;false;20442;false;2;2;comment
6;false;39340;true;3;2;comment
7;true;69895;true;1;3;comment
8;true;38574;true;2;3;comment
9;false;682;true;3;3;comment
10;false;72443;true;1;4;comment
11;false;72443;true;2;4;comment
12;false;72443;true;3;4;comment
13;false;72443;true;1;5;comment
14;false;72443;true;2;5;comment
15;false;72443;true;3;5;comment
16;false;72443;true;1;6;comment
17;false;72443;true;2;6;comment
18;false;72443;true;3;6;comment
